line,question,question_type
337,How Structured Data works ?,naive baye
338,Tell me Structured Data?,naive baye
339,About Structured Data?,naive baye
340,Let me know about Structured Data?,naive baye
341,What do you say about Structured Data?,naive baye
342,What does Structured Data mean?,naive baye
343,Explain Structured Data?,naive baye
344,Define Structured Data?,naive baye
345,Can you explain about Structured Data?,naive baye
346,Can you say something about Structured Data?,naive baye
347,Can you explain briefly about Structured Data?,naive baye
348,Can you give a short summary about Structured Data?,naive baye
349,// naiveManager.addAction(',naive baye
350,What is Unstructured Data?,naive baye
351,Tell me about Unstructured Data?,naive baye
352,What do you know about Unstructured Data?,naive baye
353,Do you know about Unstructured Data?,naive baye
354,What is the process of Unstructured Data?,naive baye
355,How Unstructured Data works ?,naive baye
356,Tell me Unstructured Data?,naive baye
357,About Unstructured Data?,naive baye
358,Let me know about Unstructured Data?,naive baye
359,What do you say about Unstructured Data?,naive baye
360,What does Unstructured Data mean?,naive baye
361,Explain Unstructured Data?,naive baye
362,Define Unstructured Data?,naive baye
363,Can you explain about Unstructured Data?,naive baye
364,Can you say something about Unstructured Data?,naive baye
365,Can you explain briefly about Unstructured Data?,naive baye
366,Can you give a short summary about Unstructured Data?What is Bag of words representation?,naive baye
367,Tell me about Bag of words representation?,naive baye
368,What do you know about Bag of words representation?,naive baye
369,Do you know about Bag of words representation?,naive baye
370,What is the process of Bag of words representation?,naive baye
371,How Bag of words representation works ?,naive baye
372,Tell me Bag of words representation?,naive baye
373,About Bag of words representation?,naive baye
374,Let me know about Bag of words representation?,naive baye
375,What do you say about Bag of words representation?,naive baye
376,What does Bag of words representation mean?,naive baye
377,Explain Bag of words representation?,naive baye
378,Define Bag of words representation?,naive baye
379,Can you explain about Bag of words representation?,naive baye
380,Can you say something about Bag of words representation?,naive baye
381,Can you explain briefly about Bag of words representation?,naive baye
382,Can you give a short summary about Bag of words representation?Where can nrow function in R be used?,naive baye
383,Use of nrow function in R ?,naive baye
384,Main Use of nrow function in R ?,naive baye
385,what are the Uses of nrow function in R ?,naive baye
386,where do we use nrow function in R ?What is findFreqTerms?,naive baye
387,Tell me about findFreqTerms?,naive baye
388,What do you know about findFreqTerms?,naive baye
389,Do you know about findFreqTerms?,naive baye
390,What is the process of findFreqTerms?,naive baye
391,How findFreqTerms works ?,naive baye
392,Tell me findFreqTerms?,naive baye
393,About findFreqTerms?,naive baye
394,Let me know about findFreqTerms?,naive baye
395,What do you say about findFreqTerms?,naive baye
396,What does findFreqTerms mean?,naive baye
397,Explain findFreqTerms?,naive baye
398,Define findFreqTerms?,naive baye
399,Can you explain about findFreqTerms?,naive baye
400,Can you say something about findFreqTerms?,naive baye
401,Can you explain briefly about findFreqTerms?,naive baye
402,tell me findFreqTerms in naive bayes?,naive baye
