line,question,question_type
423,Can you say something about percentile?,statistics
424,Can you explain briefly about percentile?,statistics
425,Can you give a short summary about percentile?,statistics
426,What is quartile?,statistics
427,Tell me about quartile?,statistics
428,What do you know about quartile?,statistics
429,Do you know about quartile?,statistics
430,What is the process of quartile?,statistics
431,How quartile works ?,statistics
432,Let me know about quartile?,statistics
433,What do you say about quartile?,statistics
434,What does quartile mean?,statistics
435,Explain quartile?,statistics
436,Define quartile?,statistics
437,Can you explain about quartile?,statistics
438,Can you say something about quartile?,statistics
439,Can you explain briefly about quartile?,statistics
440,Can you give a short summary about quartile?,statistics
441,What is q-q plot?,statistics
442,Tell me about q-q plot?,statistics
443,What do you know about q-q plot?,statistics
444,Do you know about q-q plot?,statistics
445,What is the process of q-q plot?,statistics
446,How q-q plot works ?,statistics
447,Let me know about q-q plot?,statistics
448,What is q-q plot?,statistics
449,What do you say about q-q plot?,statistics
450,What does q-q plot mean?,statistics
451,Explain q-q plot?,statistics
452,Define q-q plot?,statistics
453,Can you explain about q-q plot?,statistics
454,Can you say something about q-q plot?,statistics
455,Can you explain briefly about q-q plot?,statistics
456,Can you give a short summary about q-q plot?,statistics
457,What is histogram?,statistics
458,Tell me about histogram?,statistics
459,What do you know about histogram?,statistics
460,Do you know about histogram?,statistics
461,What is the process of histogram?,statistics
462,How histogram works ?,statistics
463,Let me know about histogram?,statistics
464,What do you say about histogram?,statistics
465,What does histogram mean?,statistics
466,Explain histogram?,statistics
467,Define histogram?,statistics
468,Can you explain about histogram?,statistics
469,Can you say something about histogram?,statistics
470,Can you explain briefly about histogram?,statistics
471,Can you give a short summary about histogram?,statistics
472,What is sample variation?,statistics
473,Tell me about sample variation?,statistics
474,What do you know about sample variation?,statistics
475,What is the process of sample variation?,statistics
476,How sample variation works ?,statistics
477,Let me know about sample variation?,statistics
478,What do you say about sample variation?,statistics
479,What does sample variation mean?,statistics
480,Explain sample variation?,statistics
481,Define sample variation?,statistics
482,Can you say something about sample variation?,statistics
483,Can you explain briefly about sample variation?,statistics
484,Can you give a short summary about sample variation?,statistics
485,What is sample mean?,statistics
486,Tell me about sample mean?,statistics
487,What do you know about sample mean?,statistics
488,Do you know about sample mean?,statistics
489,What is the process of sample mean?,statistics
490,How sample mean works ?,statistics
491,Let me know about sample mean?,statistics
492,What does sample mean mean?,statistics
493,Explain sample mean?,statistics
494,Define sample mean?,statistics
495,Can you explain about sample mean?,statistics
496,Can you say something about sample mean?,statistics
497,Can you explain briefly about sample mean?What is central limit theorem?,statistics
498,Tell me about central limit theorem?,statistics
499,What do you know about central limit theorem?,statistics
500,Do you know about central limit theorem?,statistics
501,What is the process of central limit theorem?,statistics
502,How central limit theorem works ?,statistics
503,Let me know about central limit theorem?,statistics
504,What do you say about central limit theorem?,statistics
505,What does central limit theorem mean?,statistics
506,Explain central limit theorem?,statistics
507,Define central limit theorem?,statistics
508,Can you explain about central limit theorem?,statistics
509,Can you say something about central limit theorem?,statistics
510,Can you explain briefly about central limit theorem?,statistics
511,Can you give a short summary about central limit theorem?,statistics
512,What is global environment window?,statistics
513,Tell me about global environment window?,statistics
514,What do you know about global environment window?,statistics
515,Do you know about global environment window?,statistics
516,What is the process of global environment window?,statistics
517,How global environment window works ?,statistics
518,Let me know about global environment window?,statistics
519,What do you say about global environment window?,statistics
520,What does global environment window mean?,statistics
521,Explain global environment window?,statistics
522,Define global environment window?,statistics
523,Can you explain about global environment window?,statistics
524,Can you say something about global environment window?,statistics
525,Can you explain briefly about global environment window?,statistics
526,Can you give a short summary about global environment window?,statistics
527,What is console ?,statistics
528,Tell me about console window?,statistics
529,What do you know about console ?,statistics
530,Do you know about console window?,statistics
531,What is the process of console ?,statistics
532,How console window works ?,statistics
533,Let me know about console ?,statistics
534,What do you say about console window?,statistics
535,What does console  mean?,statistics
536,Explain console window?,statistics
537,Define console window?,statistics
538,Can you explain about console ?,statistics
539,Can you say something about console ?,statistics
540,Can you explain briefly about console ?,statistics
541,Can you give a short summary about console window?,statistics
542,What is script ?,statistics
543,Tell me about script ?,statistics
544,How script window works ?,statistics
545,Let me know about script ?,statistics
546,What does source  mean?,statistics
547,Explain source window?,statistics
548,Define source ?,statistics
549,Can you explain about source window?,statistics
550,Can you say something about source ?,statistics
551,Can you explain briefly about source window?,statistics
552,Can you give a short summary about source window?What is local maxima?,statistics
553,Tell me about local maxima?,statistics
554,What do you know about local maxima?,statistics
555,Do you know about local maxima?,statistics
556,What is the process of local maxima?,statistics
557,How local maxima works ?,statistics
558,Let me know about local maxima?,statistics
559,What do you say about local maxima?,statistics
560,What does local maxima mean?,statistics
561,Explain local maxima?,statistics
562,Define local maxima?,statistics
563,Can you explain about local maxima?,statistics
564,Can you say something about local maxima?,statistics
565,Can you explain briefly about local maxima?,statistics
566,Can you give a short summary about local maxima?,statistics
567,What is upper quartile?,statistics
568,Tell me about upper quartile?,statistics
569,What do you know about upper quartile?,statistics
570,Do you know about upper quartile?,statistics
571,What is the process of upper quartile?,statistics
572,How upper quartile works ?,statistics
573,Let me know about upper quartile?,statistics
574,What do you say about upper quartile?,statistics
575,What does upper quartile mean?,statistics
576,Explain upper quartile?,statistics
577,Define upper quartile?,statistics
578,Can you explain about upper quartile?,statistics
579,Can you say something about upper quartile?,statistics
580,Can you explain briefly about upper quartile?,statistics
581,Can you give a short summary about upper quartile?,statistics
582,What is lower quartile?,statistics
583,Tell me about lower quartile?,statistics
584,What do you know about lower quartile?,statistics
585,Do you know about lower quartile?,statistics
586,What is the process of lower quartile?,statistics
587,How lower quartile works ?,statistics
588,Let me know about lower quartile?,statistics
589,What do you say about lower quartile?,statistics
590,What does lower quartile mean?,statistics
591,Explain lower quartile?,statistics
592,Define lower quartile?,statistics
593,Can you explain about lower quartile?,statistics
594,Can you say something about lower quartile?,statistics
595,Can you explain briefly about lower quartile?,statistics
596,Can you give a short summary about lower quartile?,statistics
597,What is random variable?,statistics
598,Tell me about random variable?,statistics
599,What do you know about random variable?,statistics
600,Do you know about random variable?,statistics
601,What is the process of random variable?,statistics
602,How random variable works ?,statistics
603,Let me know about random variable?,statistics
604,What do you say about random variable?,statistics
605,What does random variable mean?,statistics
606,Explain random variable?,statistics
607,Define random variable?,statistics
608,Can you explain about random variable?,statistics
609,Can you say something about random variable?,statistics
610,Can you explain briefly about random variable?,statistics
611,Can you give a short summary about random variable?,statistics
612,What is simple random sampling?,statistics
613,Tell me about simple random sampling?,statistics
614,What do you know about simple random sampling?,statistics
615,Do you know about simple random sampling?,statistics
616,What is the process of simple random sampling?,statistics
617,How simple random sampling works ?,statistics
618,Let me know about simple random sampling?,statistics
619,What do you say about simple random sampling?,statistics
620,What does simple random sampling mean?,statistics
621,Explain simple random sampling?,statistics
622,Define simple random sampling?,statistics
623,Can you explain about simple random sampling?,statistics
624,Can you say something about simple random sampling?,statistics
625,Can you explain briefly about simple random sampling?,statistics
626,Can you give a short summary about simple random sampling?,statistics
627,What is confidence interval?,statistics
628,Tell me about confidence interval?,statistics
629,What do you know about confidence interval?,statistics
630,Do you know about confidence interval?,statistics
631,What is the process of confidence interval?,statistics
632,How confidence interval works ?,statistics
633,Let me know about confidence interval?,statistics
634,What is confidence interval?,statistics
635,What do you say about confidence interval?,statistics
636,What does confidence interval mean?,statistics
637,Explain confidence interval?,statistics
638,Define confidence interval?,statistics
639,Can you explain about confidence interval?,statistics
640,Can you say something about confidence interval?,statistics
641,Can you explain briefly about confidence interval?,statistics
642,Can you give a short summary about confidence interval?,statistics
643,What is interval estimate?,statistics
644,Tell me about interval estimate?,statistics
645,What do you know about interval estimate?,statistics
646,Do you know about interval estimate?,statistics
647,What is the process of interval estimate?,statistics
648,How interval estimate works ?,statistics
649,Let me know about interval estimate?,statistics
650,What do you say about interval estimate?,statistics
651,What does interval estimate mean?,statistics
652,Explain interval estimate?,statistics
653,Define interval estimate?,statistics
654,Can you explain about interval estimate?,statistics
655,Can you say something about interval estimate?,statistics
656,Can you explain briefly about interval estimate?,statistics
657,Can you give a short summary about interval estimate?,statistics
658,What is point estimate?,statistics
659,Tell me about point estimate?,statistics
660,What do you know about point estimate?,statistics
661,Do you know about point estimate?,statistics
662,What is the process of point estimate?,statistics
663,How point estimate works ?,statistics
664,Let me know about point estimate?,statistics
665,What do you say about point estimate?,statistics
666,What does point estimate mean?,statistics
667,Explain point estimate?,statistics
668,Define point estimate?,statistics
669,Can you explain about point estimate?,statistics
670,Can you say something about point estimate?,statistics
671,Can you explain briefly about point estimate?,statistics
672,Can you give a short summary about point estimate?,statistics
673,What is margin of error?,statistics
674,Tell me about margin of error?,statistics
675,What do you know about margin of error?,statistics
676,Do you know about margin of error?,statistics
677,What is the process of margin of error?,statistics
678,How margin of error works ?,statistics
679,Let me know about margin of error?,statistics
680,What do you say about margin of error?,statistics
681,What does margin of error mean?,statistics
682,Explain margin of error?,statistics
683,Define margin of error?,statistics
684,Can you explain about margin of error?,statistics
685,Can you say something about margin of error?,statistics
686,Can you explain briefly about margin of error?,statistics
687,Can you give a short summary about margin of error?,statistics
688,What is t-distribution?,statistics
689,Tell me about t-distribution?,statistics
690,What do you know about t-distribution?,statistics
691,Do you know about t-distribution?,statistics
692,What is the process of t-distribution?,statistics
693,How t-distribution works ?,statistics
694,Let me know about t-distribution?,statistics
695,What do you say about t-distribution?,statistics
696,What does t-distribution mean?,statistics
697,Explain t-distribution?,statistics
698,Define t-distribution?,statistics
699,Can you explain about t-distribution?,statistics
700,Can you say something about t-distribution?,statistics
701,Can you explain briefly about t-distribution?,statistics
702,Can you give a short summary about t-distribution?,statistics
703,What is t-table?,statistics
704,Tell me about t-table?,statistics
705,What do you know about t-table?,statistics
706,Do you know about t-table?,statistics
707,What is the process of t-table?,statistics
708,How t-table works ?,statistics
709,Let me know about t-table?,statistics
710,What do you say about t-table?,statistics
711,What does t-table mean?,statistics
712,Explain t-table?,statistics
713,Define t-table?,statistics
714,Can you explain about t-table?,statistics
715,Can you say something about t-table?,statistics
716,Can you explain briefly about t-table?,statistics
717,Can you give a short summary about t-table?,statistics
718,What is t-value?,statistics
719,Tell me about t-value?,statistics
720,What do you know about t-value?,statistics
721,Do you know about t-value?,statistics
722,What is the process of t-value?,statistics
723,How t-value works ?,statistics
724,Let me know about t-value?,statistics
725,What do you say about t-value?,statistics
726,What does t-value mean?,statistics
727,Explain t-value?,statistics
728,Define t-value?,statistics
729,Can you explain about t-value?,statistics
730,Can you say something about t-value?,statistics
731,Can you explain briefly about t-value?,statistics
732,Can you give a short summary about t-value?,statistics
733,What is 1-proportion test?,statistics
734,Tell me about 1-proportion test?,statistics
735,What do you know about 1-proportion test?,statistics
736,Do you know about 1-proportion test?,statistics
737,What is the process of 1-proportion test?,statistics
738,How 1-proportion test works ?,statistics
739,Let me know about 1-proportion test?,statistics
740,What do you say about 1-proportion test?,statistics
741,What does 1-proportion test mean?,statistics
742,Explain 1-proportion test?,statistics
743,Define 1-proportion test?,statistics
744,Can you explain about 1-proportion test?,statistics
745,Can you say something about 1-proportion test?,statistics
746,Can you explain briefly about 1-proportion test?,statistics
747,Can you give a short summary about 1-proportion test?,statistics
748,What is chi-square?,statistics
749,Tell me about chi-square?,statistics
750,What do you know about chi-square?,statistics
751,Do you know about chi-square?,statistics
752,What is the process of chi-square?,statistics
753,How chi-square works ?,statistics
754,Let me know about chi-square?,statistics
755,What do you say about chi-square?,statistics
756,What does chi-square mean?,statistics
757,Explain chi-square?,statistics
758,Define chi-square?,statistics
759,Can you explain about chi-square?,statistics
760,Can you say something about chi-square?,statistics
761,Can you explain briefly about chi-square?,statistics
762,Can you give a short summary about chi-square?,statistics
763,What is one-sample t test?,statistics
764,Tell me about one-sample t test?,statistics
765,What do you know about one-sample t test?,statistics
766,Do you know about one-sample t test?,statistics
767,What is the process of one-sample t test?,statistics
768,How one-sample t test works ?,statistics
769,Let me know about one-sample t test?,statistics
770,What do you say about one-sample t test?,statistics
771,What does one-sample t test mean?,statistics
772,Explain one-sample t test?,statistics
773,Define one-sample t test?,statistics
774,Can you explain about one-sample t test?,statistics
775,Can you say something about one-sample t test?,statistics
776,Can you explain briefly about one-sample t test?,statistics
777,Can you give a short summary about one-sample t test?,statistics
778,What is 2-proportion test?,statistics
779,Tell me about 2-proportion test?,statistics
780,What do you know about 2-proportion test?,statistics
781,Do you know about 2-proportion test?,statistics
782,What is the process of 2-proportion test?,statistics
783,How 2-proportion test works ?,statistics
784,Let me know about 2-proportion test?,statistics
785,What do you say about 2-proportion test?,statistics
786,What does 2-proportion test mean?,statistics
787,Explain 2-proportion test?,statistics
788,Define 2-proportion test?,statistics
789,Can you explain about 2-proportion test?,statistics
790,Can you say something about 2-proportion test?,statistics
791,Can you explain briefly about 2-proportion test?,statistics
792,Can you give a short summary about 2-proportion test?,statistics
793,What is 1-sample z test?,statistics
794,Tell me about 1-sample z test?,statistics
795,What do you know about 1-sample z test?,statistics
796,Do you know about 1-sample z test?,statistics
797,What is the process of 1-sample z test?,statistics
798,How 1-sample z test works ?,statistics
799,Let me know about 1-sample z test?,statistics
800,What do you say about 1-sample z test?,statistics
801,What does 1-sample z test mean?,statistics
802,Explain 1-sample z test?,statistics
803,Define 1-sample z test?,statistics
804,Can you explain about 1-sample z test?,statistics
805,Can you say something about 1-sample z test?,statistics
806,Can you explain briefly about 1-sample z test?,statistics
807,Can you give a short summary about 1-sample z test?,statistics
808,What is 2-sample z test?,statistics
809,Tell me about 2-sample z test?,statistics
810,What do you know about 2-sample z test?,statistics
811,Do you know about 2-sample z test?,statistics
812,What is the process of 2-sample z test?,statistics
813,How 2-sample z test works ?,statistics
814,Let me know about 2-sample z test?,statistics
815,What do you say about 2-sample z test?,statistics
816,What does 2-sample z test mean?,statistics
817,Explain 2-sample z test?,statistics
818,Define 2-sample z test?,statistics
819,Can you explain about 2-sample z test?,statistics
820,Can you say something about 2-sample z test?,statistics
821,Can you explain briefly about 2-sample z test?,statistics
822,Can you give a short summary about 2-sample z test?,statistics
823,What is 2-sample t test?,statistics
