line,question,question_type
300,Tell me variability?,clustering
301,About variability?,clustering
302,Let me know about variability?,clustering
303,What is variability?,clustering
304,What do you say about variability?,clustering
305,What does variability mean?,clustering
306,Explain variability?,clustering
307,Define variability?,clustering
308,Can you explain about variability?,clustering
309,Can you say something about variability?,clustering
310,Can you explain briefly about variability?,clustering
311,Can you give a short summary about variability?,clustering
312,What is dissimilarity?,clustering
313,Tell me about dissimilarity?,clustering
314,What do you know about dissimilarity?,clustering
315,Do you know about dissimilarity?,clustering
316,What is the process of dissimilarity?,clustering
317,How dissimilarity works ?,clustering
318,Tell me dissimilarity?,clustering
319,About dissimilarity?,clustering
320,Let me know about dissimilarity?,clustering
321,What do you say about dissimilarity?,clustering
322,What does dissimilarity mean?,clustering
323,Explain dissimilarity?,clustering
324,Define dissimilarity?,clustering
325,Can you explain about dissimilarity?,clustering
326,Can you say something about dissimilarity?,clustering
327,Can you explain briefly about dissimilarity?,clustering
328,Can you give a short summary about dissimilarity?,clustering
329,What is euclidean distance?,clustering
330,Tell me about euclidean distance?,clustering
331,What do you know about euclidean distance?,clustering
332,Do you know about euclidean distance?,clustering
333,What is the process of euclidean distance?,clustering
334,How euclidean distance works ?,clustering
335,Tell me euclidean distance?,clustering
336,About euclidean distance?,clustering
337,Let me know about euclidean distance?,clustering
338,What do you say about euclidean distance?,clustering
339,What does euclidean distance mean?,clustering
340,Explain euclidean distance?,clustering
341,Define euclidean distance?,clustering
342,Can you explain about euclidean distance?,clustering
343,Can you say something about euclidean distance?,clustering
344,Can you explain briefly about euclidean distance?,clustering
345,Can you give a short summary about euclidean distance?,clustering
346,What is linkage metric?,clustering
347,Tell me about linkage metrics?,clustering
348,What do you know about linkage metrics?,clustering
349,Do you know about linkage metrics?,clustering
350,What is the process of linkage metrics?,clustering
351,How linkage metrics works ?,clustering
352,Tell me linkage metrics?,clustering
353,About linkage metrics?,clustering
354,Let me know about linkage metrics?,clustering
355,What do you say about linkage metrics?,clustering
356,What does linkage metrics mean?,clustering
357,Explain linkage metrics?,clustering
358,Define linkage metrics?,clustering
359,Can you explain about linkage metrics?,clustering
360,Can you say something about linkage metrics?,clustering
361,Can you explain briefly about linkage metrics?,clustering
362,Can you give a short summary about linkage metrics?,clustering
363,What is z scaling?,clustering
364,Tell me about z scaling?,clustering
365,What do you know about z scaling?,clustering
366,Do you know about z scaling?,clustering
367,What is the process of z scaling?,clustering
368,How z scaling works ?,clustering
369,Tell me z scaling?,clustering
370,About z scaling?,clustering
371,Let me know about z scaling?,clustering
372,What do you say about z scaling?,clustering
373,What does z scaling mean?,clustering
374,Explain z scaling?,clustering
375,Define z scaling?,clustering
376,Can you explain about z scaling?,clustering
377,Can you say something about z scaling?,clustering
378,Can you explain briefly about z scaling?,clustering
379,Can you give a short summary about z scaling?,clustering
380,What is fuzzy c means clustering?,clustering
381,Tell me about fuzzy c means clustering?,clustering
382,What do you know about fuzzy c means clustering?,clustering
383,Do you know about fuzzy c means clustering?,clustering
384,What is the process of fuzzy c means clustering?,clustering
385,How fuzzy c means works ?,clustering
386,Tell me fuzzy c means clustering?,clustering
387,About fuzzy c means clustering?,clustering
388,Let me know about fuzzy c means clustering?,clustering
389,What do you say about fuzzy c means clustering?,clustering
390,What does fuzzy c means clustering mean?,clustering
391,Explain fuzzy c means clustering?,clustering
392,Define fuzzy c means clustering?,clustering
393,Can you explain about fuzzy c means clustering?,clustering
394,Can you say something about fuzzy c means clustering?,clustering
395,Can you explain briefly about fuzzy c means clustering?,clustering
396,Can you give a short summary about fuzzy c means clustering?,clustering
397,What is divisive clustering?,clustering
398,Tell me about divisive clustering?,clustering
399,What do you know about divisive clustering?,clustering
400,Do you know about divisive clustering?,clustering
401,What is the process of divisive clustering?,clustering
402,How divisive clustering works ?,clustering
403,Tell me divisive clustering?,clustering
404,About divisive clustering?,clustering
405,Let me know about divisive clustering?,clustering
406,What do you say about divisive clustering?,clustering
407,What does divisive clustering mean?,clustering
408,Explain divisive clustering?,clustering
409,Define divisive clustering?,clustering
410,Can you explain about divisive clustering?,clustering
411,Can you say something about divisive clustering?,clustering
412,Can you explain briefly about divisive clustering?,clustering
413,Can you give a short summary about divisive clustering?,clustering
414,What is agglomerative clustering?,clustering
415,Tell me about agglomerative clustering?,clustering
416,What do you know about agglomerative clustering?,clustering
417,Do you know about agglomerative clustering?,clustering
418,What is the process of agglomerative clustering?,clustering
419,How agglomerative clustering works ?,clustering
420,Tell me agglomerative clustering?,clustering
421,About agglomerative clustering?,clustering
422,Let me know about agglomerative clustering?,clustering
423,What do you say about agglomerative clustering?,clustering
424,What does agglomerative clustering mean?,clustering
425,Explain agglomerative clustering?,clustering
426,Define agglomerative clustering?,clustering
427,Can you explain about agglomerative clustering?,clustering
428,Can you say something about agglomerative clustering?,clustering
429,Can you explain briefly about agglomerative clustering?,clustering
430,Can you give a short summary about agglomerative clustering?,clustering
431,What is cosine distance measure?,clustering
432,Tell me about cosine distance measure?,clustering
433,What do you know about cosine distance measure?,clustering
434,Do you know about cosine distance measure?,clustering
435,What is the process of cosine distance measure?,clustering
436,How cosine distance measure works ?,clustering
437,Tell me cosine distance measure?,clustering
438,About cosine distance measure?,clustering
439,Let me know about cosine distance measure?,clustering
440,What do you say about cosine distance measure?,clustering
441,What does cosine distance measure mean?,clustering
442,Explain cosine distance measure?,clustering
443,Define cosine distance measure?,clustering
444,Can you explain about cosine distance measure?,clustering
445,Can you say something about cosine distance measure?,clustering
446,Can you explain briefly about cosine distance measure?,clustering
447,Can you give a short summary about cosine distance measure?,clustering
448,What is squared euclidean distance?,clustering
449,Tell me about squared euclidean distance?,clustering
450,What do you know about squared euclidean distance?,clustering
451,Do you know about squared euclidean distance?,clustering
452,What is the process of squared euclidean distance?,clustering
453,How squared euclidean distance works ?,clustering
454,Tell me squared euclidean distance?,clustering
455,About squared euclidean distance?,clustering
456,Let me know about squared euclidean distance?,clustering
457,What do you say about squared euclidean distance?,clustering
458,What does squared euclidean distance mean?,clustering
459,Explain squared euclidean distance?,clustering
460,Define squared euclidean distance?,clustering
461,Can you explain about squared euclidean distance?,clustering
462,Can you say something about squared euclidean distance?,clustering
463,Can you explain briefly about squared euclidean distance?,clustering
464,Can you give a short summary about squared euclidean distance?,clustering
465,What is manhattan distance measure?,clustering
466,Tell me about manhattan distance measure?,clustering
467,What do you know about manhattan distance measure?,clustering
468,Do you know about manhattan distance measure?,clustering
469,What is the process of manhattan distance measure?,clustering
470,How manhattan distance measure works ?,clustering
471,Tell me manhattan distance measure?,clustering
472,About manhattan distance measure?,clustering
473,Let me know about manhattan distance measure?,clustering
474,What do you say about manhattan distance measure?,clustering
475,What does manhattan distance measure mean?,clustering
476,Explain manhattan distance measure?,clustering
477,Define manhattan distance measure?,clustering
478,Can you explain about manhattan distance measure?,clustering
479,Can you say something about manhattan distance measure?,clustering
480,Can you explain briefly about manhattan distance measure?,clustering
481,Can you give a short summary about manhattan distance measure?,clustering
482,What is convergence?,clustering
483,Tell me about convergence?,clustering
484,What do you know about convergence?,clustering
485,Do you know about convergence?,clustering
486,What is the process of convergence?,clustering
487,How convergence works ?,clustering
488,Tell me convergence?,clustering
489,About convergence?,clustering
490,Let me know about convergence?,clustering
491,What do you say about convergence?,clustering
492,What does convergence mean?,clustering
493,Explain convergence?,clustering
494,Define convergence?,clustering
495,Can you explain about convergence?,clustering
496,Can you say something about convergence?,clustering
497,Can you explain briefly about convergence?,clustering
498,Can you give a short summary about convergence?,clustering
499,What is elbow method?,clustering
500,Tell me about elbow method?,clustering
501,What do you know about elbow method?,clustering
502,Do you know about elbow method?,clustering
503,What is the process of elbow method?,clustering
504,How elbow method works ?,clustering
505,Tell me elbow method?,clustering
506,About elbow method?,clustering
507,Let me know about elbow method?,clustering
508,What do you say about elbow method?,clustering
509,What does elbow method mean?,clustering
510,Explain elbow method?,clustering
511,Define elbow method?,clustering
512,Can you explain about elbow method?,clustering
513,Can you say something about elbow method?,clustering
514,Can you explain briefly about elbow method?,clustering
515,Can you give a short summary about elbow method?,clustering
516,What is wss?,clustering
517,Tell me about wss?,clustering
518,What do you know about wss?,clustering
519,Do you know about wss?,clustering
520,What is the process of wss?,clustering
521,How wss works ?,clustering
522,Tell me wss?,clustering
523,About wss?,clustering
524,Let me know about wss?,clustering
525,What do you say about wss?,clustering
526,What does wss mean?,clustering
527,Explain wss?,clustering
528,Define wss?,clustering
529,Can you explain about wss?,clustering
530,Can you say something about wss?,clustering
531,Can you explain briefly about wss?,clustering
532,Can you give a short summary about wss?,clustering
533,What is intragroup variance?,clustering
534,Tell me about intragroup variance?,clustering
535,What do you know about intragroup variance?,clustering
536,Do you know about intragroup variance?,clustering
537,What is the process of intragroup variance?,clustering
538,How intragroup variance works ?,clustering
539,Tell me intragroup variance?,clustering
540,About intragroup variance?,clustering
541,Let me know about intragroup variance?,clustering
542,What do you say about intragroup variance?,clustering
543,What does intragroup variance mean?,clustering
544,Explain intragroup variance?,clustering
545,Define intragroup variance?,clustering
546,Can you explain about intragroup variance?,clustering
547,Can you say something about intragroup variance?,clustering
548,Can you explain briefly about intragroup variance?,clustering
549,Can you give a short summary about intragroup variance?,clustering
550,What is intergroup variance?,clustering
551,Tell me about intergroup variance?,clustering
552,What do you know about intergroup variance?,clustering
553,Do you know about intergroup variance?,clustering
554,What is the process of intergroup variance?,clustering
555,How intergroup variance works ?,clustering
556,Tell me intergroup variance?,clustering
557,About intergroup variance?,clustering
558,Let me know about intergroup variance?,clustering
559,What do you say about intergroup variance?,clustering
560,What does intergroup variance mean?,clustering
561,Explain intergroup variance?,clustering
562,Define intergroup variance?,clustering
563,Can you explain about intergroup variance?,clustering
564,Can you say something about intergroup variance?,clustering
565,Can you explain briefly about intergroup variance?,clustering
566,Can you give a short summary about intergroup variance?,clustering
567,What is euclidean space?,clustering
568,Tell me about euclidean space?,clustering
569,What do you know about euclidean space?,clustering
570,Do you know about euclidean space?,clustering
571,What is the process of euclidean space?,clustering
572,How euclidean space works ?,clustering
573,Tell me euclidean space?,clustering
574,About euclidean space?,clustering
575,Let me know about euclidean space?,clustering
576,What do you say about euclidean space?,clustering
577,What does euclidean space mean?,clustering
578,Explain euclidean space?,clustering
579,Define euclidean space?,clustering
580,Can you explain about euclidean space?,clustering
581,Can you say something about euclidean space?,clustering
582,Can you explain briefly about euclidean space?,clustering
583,Can you give a short summary about euclidean space?,clustering
584,What is euclidean norm?,clustering
585,Tell me about euclidean norm?,clustering
586,What do you know about euclidean norm?,clustering
587,Do you know about euclidean norm?,clustering
588,What is the process of euclidean norm?,clustering
589,How euclidean norm works ?,clustering
590,Tell me euclidean norm?,clustering
591,About euclidean norm?,clustering
592,Let me know about euclidean norm?,clustering
593,What do you say about euclidean norm?,clustering
594,What does euclidean norm mean?,clustering
595,Explain euclidean norm?,clustering
596,Define euclidean norm?,clustering
597,Can you explain about euclidean norm?,clustering
598,Can you say something about euclidean norm?,clustering
599,Can you explain briefly about euclidean norm?,clustering
600,Can you give a short summary about euclidean norm?,clustering
601,What is average linkage?,clustering
602,Tell me about average linkage?,clustering
603,What do you know about average linkage?,clustering
604,Do you know about average linkage?,clustering
605,What is the process of average linkage?,clustering
606,How average linkage works ?,clustering
607,Tell me average linkage?,clustering
608,About average linkage?,clustering
609,Let me know about average linkage?,clustering
610,What do you say about average linkage?,clustering
611,What does average linkagemean?,clustering
612,Explain average linkage?,clustering
613,Define average linkage?,clustering
614,Can you explain about average linkage?,clustering
615,Can you say something about average linkage?,clustering
616,Can you explain briefly about average linkage?,clustering
617,Can you give a short summary about average linkage?,clustering
618,What are cartesian coordinates?,clustering
619,Tell me about cartesian coordinates?,clustering
620,What do you know about cartesian coordinates?,clustering
621,Do you know about cartesian coordinates?,clustering
622,What is the process of cartesian coordinates?,clustering
623,How cartesian coordinates works ?,clustering
624,Tell me cartesian coordinates?,clustering
625,About cartesian coordinates?,clustering
626,Let me know about cartesian coordinates?,clustering
627,What do you say about cartesian coordinates?,clustering
628,What does cartesian coordinates mean?,clustering
629,Explain cartesian coordinates?,clustering
630,Define cartesian coordinates?,clustering
631,Can you explain about cartesian coordinates?,clustering
632,Can you say something about cartesian coordinates?,clustering
633,Can you explain briefly about cartesian coordinates?,clustering
634,Can you give a short summary about cartesian coordinates?,clustering
635,What is single linkage clustering?,clustering
636,Tell me about single linkage clustering?,clustering
637,What do you know about single linkage clustering?,clustering
638,Do you know about single linkage clustering?,clustering
639,What is the process of single linkage clustering?,clustering
640,How single linkage clustering works ?,clustering
641,Tell me single linkage clustering?,clustering
642,About single linkage clustering?,clustering
643,Let me know about single linkage clustering?,clustering
644,What do you say about single linkage clustering?,clustering
645,What does single linkage clustering mean?,clustering
646,Explain single linkage clustering?,clustering
647,Define single linkage clustering?,clustering
648,Can you explain about single linkage clustering?,clustering
649,Can you say something about single linkage clustering?,clustering
650,Can you explain briefly about single linkage clustering?,clustering
651,Can you give a short summary about single linkage clustering?,clustering
652,What is similarity?,clustering
653,Tell me about similarity?,clustering
654,What do you know about similarity?,clustering
655,Do you know about similarity?,clustering
656,What is the process of similarity?,clustering
657,How similarity works ?,clustering
658,Tell me similarity?,clustering
659,About similarity?,clustering
660,Let me know about similarity?,clustering
661,What do you say about similarity?,clustering
662,What does similaritymean?,clustering
663,Explain similarity?,clustering
664,Define similarity?,clustering
665,Can you explain about similarity?,clustering
666,Can you say something about similarity?,clustering
667,Can you explain briefly about similarity?,clustering
668,Can you give a short summary about similarity?,clustering
669,What is distance matrix?,clustering
670,Tell me about distance matrix?,clustering
671,What do you know about distance matrix?,clustering
672,Do you know about distance matrix?,clustering
673,What is the process of distance matrix?,clustering
674,How distance matrix works ?,clustering
675,Tell me distance matrix?,clustering
676,About distance matrix?,clustering
677,Let me know about distance matrix?,clustering
678,What do you say about distance matrix?,clustering
679,What does distance matrixmean?,clustering
680,Explain distance matrix?,clustering
681,Define distance matrix?,clustering
682,Can you explain about distance matrix?,clustering
683,Can you say something about distance matrix?,clustering
684,Can you explain briefly about distance matrix?,clustering
685,Can you give a short summary about distance matrix?,clustering
686,What is scree plot?,clustering
687,Tell me about scree plot?,clustering
688,What do you know about scree plot?,clustering
689,Do you know about scree plot?,clustering
690,What is the process of scree plot?,clustering
691,How scree plot works ?,clustering
692,Tell me scree plot?,clustering
693,About scree plot?,clustering
694,Let me know about scree plot?,clustering
695,What do you say about scree plot?,clustering
696,What does scree plotmean?,clustering
697,Explain scree plot?,clustering
698,Define scree plot?,clustering
699,Can you explain about scree plot?,clustering
700,Can you say something about scree plot?,clustering
701,Can you explain briefly about scree plot?,clustering
702,Can you give a short summary about scree plot?,clustering
703,What is outlier in clustering?,clustering
704,Tell me about outlier in clustering?,clustering
705,What do you know about outlier in clustering?,clustering
706,Do you know about outlier in clustering?,clustering
707,What is the process of outlier in clustering?,clustering
708,How outlier in clustering works ?,clustering
709,Tell me outlier in clustering?,clustering
710,About outlier in clustering?,clustering
711,Let me know about outlier in clustering?,clustering
712,What do you say about outlier in clustering?,clustering
713,What does outlier in clusteringmean?,clustering
714,Explain outlier in clustering?,clustering
715,Define outlier in clustering?,clustering
716,Can you explain about outlier in clustering?,clustering
717,Can you say something about outlier in clustering?,clustering
718,Can you explain briefly about outlier in clustering?,clustering
719,Can you give a short summary about outlier in clustering?,clustering
720,What is cluster stability?,clustering
721,Tell me about cluster stability?,clustering
722,What do you know about cluster stability?,clustering
723,Do you know about cluster stability?,clustering
724,What is the process of cluster stability?,clustering
725,How cluster stability works ?,clustering
726,Tell me cluster stability?,clustering
727,About cluster stability?,clustering
728,Let me know about cluster stability?,clustering
729,What do you say about cluster stability?,clustering
730,What does cluster stabilitymean?,clustering
731,Explain cluster stability?,clustering
732,Define cluster stability?,clustering
733,Can you explain about cluster stability?,clustering
734,Can you say something about cluster stability?,clustering
735,Can you explain briefly about cluster stability?,clustering
736,Can you give a short summary about cluster stability?,clustering
737,What is cluster seperation?,clustering
738,Tell me about cluster seperation?,clustering
739,What do you know about cluster seperation?,clustering
740,Do you know about cluster seperation?,clustering
741,What is the process of cluster seperation?,clustering
742,How cluster seperation works ?,clustering
743,Tell me cluster seperation?,clustering
744,About cluster seperation?,clustering
745,Let me know about cluster seperation?,clustering
746,What do you say about cluster seperation?,clustering
747,What does cluster seperationmean?,clustering
748,Explain cluster seperation?,clustering
749,Define cluster seperation?,clustering
750,Can you explain about cluster seperation?,clustering
751,Can you say something about cluster seperation?,clustering
752,Can you explain briefly about cluster seperation?,clustering
753,Can you give a short summary about cluster seperation?,clustering
754,What is partitioning clustering?,clustering
755,Tell me about partitioning clustering?,clustering
756,What do you know about partitioning clustering?,clustering
757,Do you know about partitioning clustering?,clustering
758,What is the process of partitioning clustering?,clustering
759,How partitioning clustering works ?,clustering
760,Tell me partitioning clustering?,clustering
761,About partitioning clustering?,clustering
762,Let me know about partitioning clustering?,clustering
763,What do you say about partitioning clustering?,clustering
764,What does partitioning clusteringmean?,clustering
765,Explain partitioning clustering?,clustering
766,Define partitioning clustering?,clustering
767,Can you explain about partitioning clustering?,clustering
768,Can you say something about partitioning clustering?,clustering
769,Can you explain briefly about partitioning clustering?,clustering
